12626,NWS-IDP-PROD-4461379-3711641!&MarinetteWI,2020-09-26,f,23412499,1255897
12577,NWS-IDP-PROD-4408629-3674747!&AddisonVT,2020-08-24,t,23412552,1252043
12576,NWS-IDP-PROD-4408473-3674678!&AddisonVT,2020-08-24,t,23412552,1252013
12609,NWS-IDP-PROD-4442059-3696439!&DuvalFL,2020-09-13,t,23412561,1254581
12610,NWS-IDP-PROD-4442136-3696469!&DuvalFL,2020-09-13,t,23412561,1254595
12578,NWS-IDP-PROD-4414192-3678890!&LafayetteLA,2020-08-27,t,23412571,1252283
12622,NWS-IDP-PROD-4447478-3700671!&TurnerGA,2020-09-16,t,23412548,1254976
12627,NWS-IDP-PROD-4461376-3711640!&MarinetteWI,2020-09-26,t,23412499,1255899
12580,NWS-IDP-PROD-4414454-3679073!&LafayetteLA,2020-08-27,f,23412571,1252316
12581,NWS-IDP-PROD-4414670-3679302!&LafayetteLA,2020-08-27,f,23412571,1252338
12582,NWS-IDP-PROD-4414905-3679527!&CameronLA,2020-08-27,f,23412572,1252373
12583,NWS-IDP-PROD-4414966-3679558!&LafayetteLA,2020-08-27,f,23412571,1252387
12584,NWS-IDP-PROD-4415008-3679602!&LafayetteLA,2020-08-27,f,23412571,1252406
12585,NWS-IDP-PROD-4415560-3680055!&UlsterNY,2020-08-27,f,23412501,1252500
12579,NWS-IDP-PROD-4414214-3678906!&CameronLA,2020-08-27,t,23412572,1252302
12586,NWS-IDP-PROD-4416440-3680665!&LafayetteLA,2020-08-27,f,23412571,1252843
12587,NWS-IDP-PROD-4416440-3680665!&CameronLA,2020-08-27,t,23412572,1252838
12588,NWS-IDP-PROD-4416840-3680962!&ShelbyTN,2020-08-28,f,23412546,1252946
12567,NWS-IDP-PROD-4395528-3668022!&DeschutesOR,2020-08-17,t,23412547,1250796
12590,NWS-IDP-PROD-4426371-3686548!&ShelbyTN,2020-09-01,f,23412546,1253434
12591,NWS-IDP-PROD-4426569-3686692!&DallasTX,2020-09-02,f,23412523,1253468
12589,NWS-IDP-PROD-4425943-3686279!&DuvalFL,2020-09-01,t,23412561,1253299
12613,NWS-IDP-PROD-4446202-3699698!&OkaloosaFL,2020-09-16,f,23412573,1254784
12592,NWS-IDP-PROD-4427613-3687323!&DuvalFL,2020-09-02,t,23412561,1253506
12614,NWS-IDP-PROD-4446205-3699700!&OkaloosaFL,2020-09-16,f,23412573,1254787
12594,NWS-IDP-PROD-4427763-3687430!&BaltimoreMD,2020-09-02,f,23412568,1253574
12593,NWS-IDP-PROD-4427707-3687395!&BaltimoreMD,2020-09-02,t,23412568,1253563
12595,NWS-IDP-PROD-4427880-3687520!&ShelbyTN,2020-09-03,t,23412546,1253593
12596,NWS-IDP-PROD-4427126-3687017!&DentonTX,2020-09-03,f,23412562,1253664
12598,NWS-IDP-PROD-4428167-3687688!&UlsterNY,2020-09-03,f,23412501,1253632
12612,NWS-IDP-PROD-4443967-3697895!&DuvalFL,2020-09-14,t,23412561,1254668
12599,NWS-IDP-PROD-4428779-3688050!&SmithTX,2020-09-03,f,23412542,1253732
12597,NWS-IDP-PROD-4427851-3687493!&LafayetteLA,2020-09-03,t,23412571,1253657
12600,NWS-IDP-PROD-4429041-3688215!&BaltimoreMD,2020-09-03,t,23412568,1253755
12601,NWS-IDP-PROD-4429128-3688295!&BaltimoreMD,2020-09-03,f,23412568,1253772
12615,NWS-IDP-PROD-4445910-3699457!&OkaloosaFL,2020-09-16,t,23412573,1254760
12602,NWS-IDP-PROD-4431658-3689753!&CameronLA,2020-09-05,t,23412572,1253870
12603,NWS-IDP-PROD-4433300-3690931!&DuvalFL,2020-09-07,t,23412561,1254137
12604,NWS-IDP-PROD-4433374-3690985!&DuvalFL,2020-09-07,f,23412561,1254171
12616,NWS-IDP-PROD-4446519-3699958!&OkaloosaFL,2020-09-16,f,23412573,1254806
12607,NWS-IDP-PROD-4438763-3694645!&DallasTX,2020-09-10,f,23412562,1254463
12605,NWS-IDP-PROD-4438100-3694323!&DallasTX,2020-09-09,t,23412562,1254429
12606,NWS-IDP-PROD-4438100-3694323!&DallasTX,2020-09-09,t,23412523,1254429
12617,NWS-IDP-PROD-4446542-3699970!&OkaloosaFL,2020-09-16,f,23412573,1254812
12618,NWS-IDP-PROD-4446612-3700028!&OkaloosaFL,2020-09-16,f,23412573,1254827
12608,NWS-IDP-PROD-4438763-3694645!&DallasTX,2020-09-10,t,23412523,1254463
12619,NWS-IDP-PROD-4446701-3700111!&OkaloosaFL,2020-09-16,f,23412573,1254841
12620,NWS-IDP-PROD-4446912-3700235!&OkaloosaFL,2020-09-16,f,23412573,1254887
12623,NWS-IDP-PROD-4448017-3701063!&TurnerGA,2020-09-17,f,23412548,1255096
12621,NWS-IDP-PROD-4447207-3700495!&OkaloosaFL,2020-09-16,t,23412573,1254949
12624,NWS-IDP-PROD-4451660-3703975!&OkaloosaFL,2020-09-19,f,23412573,1255481
12611,NWS-IDP-PROD-4442401-3696685!&LauderdaleAL,2020-09-13,t,23412503,1254630
12625,NWS-IDP-PROD-4456195-3708123!&CameronLA,2020-09-22,t,23412572,1255606
12628,NWS-IDP-PROD-4461510-3711722!&MarinetteWI,2020-09-26,t,23412499,1255911
